condition_index,condition_id,suite,environment,runner,grid_size,grid_cells,robot_count,target_count,pair_key,algorithm_key,algorithm_name,algorithm_import,top_k_rate,top_k_max_cells,top_k_basis,comm_label,comm_model,comm_level,scenario_file,scenario_sha256,seed,num_trials,out_dir,working_directory,weight,command
85,scale_g19_r8_pi_topk075,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.75,271,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\pi\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,51,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\pi\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_pi_topk075"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
86,scale_g19_r8_pi_topk050,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.5,181,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\pi\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,48,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\pi\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_pi_topk050"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
87,scale_g19_r8_pi_topk025,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.25,90,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\pi\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,44,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\pi\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_pi_topk025"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
88,scale_g19_r8_pi_topk010,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.1,36,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\pi\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,42,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\pi\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_pi_topk010"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
89,scale_g19_r8_pi_topk005,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,pi,PI,benchmark_sim.algorithms.PI:PIAllocator,0.05,18,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\pi\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,41,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\pi\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_pi_topk005"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
90,scale_g19_r8_hipc_topk100,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,1,361,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,60,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk100"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
91,scale_g19_r8_hipc_topk075,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.75,271,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,56,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk075"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
92,scale_g19_r8_hipc_topk050,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.5,181,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_050,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,53,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_050"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk050"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.5"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
93,scale_g19_r8_hipc_topk025,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.25,90,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_025,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,49,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_025"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk025"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.25"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
94,scale_g19_r8_hipc_topk010,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.1,36,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_010,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,47,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_010"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk010"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
95,scale_g19_r8_hipc_topk005,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,hipc,HIPC,benchmark_sim.algorithms.HIPC:HIPCAllocator,0.05,18,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\hipc\topk_005,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,46,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\hipc\\topk_005"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_hipc_topk005"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.05"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
96,scale_g19_r8_dmchba_topk100,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,1,361,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\dmchba\topk_100,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,110,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\dmchba\\topk_100"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_dmchba_topk100"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""1"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
97,scale_g19_r8_dmchba_topk075,scale,scale_g19_r8,clue,19,361,8,1,clue_g19,dmchba,DMCHBA,benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator,0.75,271,grid_cells,ideal,ideal,,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\scenarios\clue_g19_n50.csv,5789862b56c579a63f65129a7c7ce0c99a25e7c55fba998a5a9699fc4a7df60b,839171,50,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\results\sensitivity_suite\raw\scale\scale_g19_r8\dmchba\topk_075,C:\Users\lottj\Desktop\research\decentralized benchmark\topk_filter_study\simulator,106,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--study-profile"", ""custom"", ""--no-scenario-manifest-lock"", ""--scenario-file"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\scenarios\\clue_g19_n50.csv"", ""--trial-mode"", ""clue_search"", ""--algorithm"", ""benchmark_sim.algorithms.DMCHBA:DMCHBAAllocator"", ""--algorithm-name"", ""DMCHBA"", ""--comm-model"", ""ideal"", ""--max-trials"", ""50"", ""--seed"", ""839171"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\topk_filter_study\\results\\sensitivity_suite\\raw\\scale\\scale_g19_r8\\dmchba\\topk_075"", ""--grid-size"", ""19"", ""--num-robots"", ""8"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""scale_g19_r8_dmchba_topk075"", ""--target-cells-per-robot"", ""45.125000000"", ""--actual-cells-per-robot"", ""45.125000000"", ""--target-decay-exp"", ""1.0"", ""--commitment-horizon"", ""3"", ""--top-k-rate"", ""0.75"", ""--debug-max-events"", ""20000"", ""--no-parquet""]"
